name,price,3G Network,5G,Battery Capacity,Card slot,Display type,GPS,Internal Memory,LTE (4G) Network,NFC,Number of cameras,Operating System,Primary Camera,RAM,Screen size,SIM Multiple,Sim Size,Touch Screen,Wi-Fi,Year,OS version,Selfie Camera,IP Certificate
saswrafod sasachuqre iphone x 64 gb black,1000.00,Yes Capacitors type,Yes,3000 Capacitors type,Yes Capacitors type,LCD Capacitors type,Yes Capacitors type,64 GB,Yes Capacitors type,Yes Capacitors type,One,iOS Capacitors type,12 MP,3 GB Capacitors type,6.5 Inch,One SIM Capacitors type,Micro-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2018 Y.,,,
Saswrafod iphone 8 gold,550.00,Yes Capacitors type,Yes,2000 Capacitors type,Yes Capacitors type,LCD Capacitors type,Yes Capacitors type,64 GB,Yes Capacitors type,Yes Capacitors type,One,iOS Capacitors type,12 MP,2 GB Capacitors type,4.7 Inch,One SIM Capacitors type,Micro-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2020 Y.,,,
Apple iPhone Xs Max 64GB Space Gray,1173.90,Yes Capacitors type,No,3200 Capacitors type,No Capacitors type,,Yes Capacitors type,64 GB,Yes Capacitors type,Yes Capacitors type,Three,iOS Capacitors type,2 MP,6 GB Capacitors type,6.5 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2019 Y.,IOS 15 Capacitors type,1 MP,
iPhone 11 Pro - Midnight Green,1900.00,Yes Capacitors type,No,3100 Capacitors type,No Capacitors type,,Yes Capacitors type,64 GB,Yes Capacitors type,No Capacitors type,Three,iOS Capacitors type,12 MP,,5.9 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2019 Y.,,1 MP,
iphone x 2 cali axlebi 256gb,1150.00,Yes Capacitors type,Yes,4400 Capacitors type,Yes Capacitors type,AMOLED Capacitors type,Yes Capacitors type,256 GB,Yes Capacitors type,Yes Capacitors type,One,iOS Capacitors type,12 MP,4 GB Capacitors type,4.8 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2022 Y.,IOS 15 Capacitors type,1 MP,IP6x Capacitors type
Iphone 12 Pro Max Pacific Blue,3150.00,Yes Capacitors type,No,3700 Capacitors type,,,Yes Capacitors type,128 GB,Yes Capacitors type,Yes Capacitors type,Three,iOS Capacitors type,12 MP,6 GB Capacitors type,6.67 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,,,2020 Y.,,1 MP,
ფაქტიურად ახალი .,2000.00,Yes Capacitors type,Yes,4900 Capacitors type,Yes Capacitors type,AMOLED Capacitors type,Yes Capacitors type,64 GB,Yes Capacitors type,Yes Capacitors type,Three,iOS Capacitors type,,12 GB Capacitors type,3.5 Inch,One SIM Capacitors type,Mini-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2020 Y.,,13 MP,IP5x Capacitors type
"IPhone XS Max 64 GB -1 წლიანი გარანტიით, განვადებით",1899.00,Yes Capacitors type,No,2400 Capacitors type,Yes Capacitors type,Dynamic AMOLED Capacitors type,Yes Capacitors type,64 GB,Yes Capacitors type,Yes Capacitors type,Three,iOS Capacitors type,12 MP,4 GB Capacitors type,6.5 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2018 Y.,iOS 14 Capacitors type,7 MP,IP5x Capacitors type
"IPhone 11 ProMax 64 GB - 1 წლიანი გარანტიით , განვადებით",2799.00,Yes Capacitors type,No,3900 Capacitors type,No Capacitors type,Dynamic AMOLED Capacitors type,Yes Capacitors type,64 GB,Yes Capacitors type,Yes Capacitors type,Two,iOS Capacitors type,12 MP,4 GB Capacitors type,6.5 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2019 Y.,iOS 13 Capacitors type,12 MP,IP6x Capacitors type
"IPhone X 64GB -1 წლიანი გარანტიით , განავდებით",1399.00,Yes Capacitors type,No,1500 Capacitors type,Yes Capacitors type,Dynamic AMOLED Capacitors type,Yes Capacitors type,64 GB,Yes Capacitors type,Yes Capacitors type,Two,iOS Capacitors type,64 MP,3 GB Capacitors type,5.8 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2017 Y.,iOS 14 Capacitors type,3 MP,IP5x Capacitors type
"IPhone SE 2020 64GB - 1 წლიანი გარანტიით, განვადებით",1049.00,Yes Capacitors type,No,1800 Capacitors type,Yes Capacitors type,LCD TFT Capacitors type,Yes Capacitors type,128 GB,Yes Capacitors type,Yes Capacitors type,Two,iOS Capacitors type,12 MP,3 GB Capacitors type,4.7 Inch,Dual SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2020 Y.,iOS 14 Capacitors type,7 MP,IP5x Capacitors type
"IPhone 12 64GB -1 წლიანი გარანტიით,განვადებით",2399.00,Yes Capacitors type,No,2800 Capacitors type,Yes Capacitors type,LCD TFT Capacitors type,Yes Capacitors type,64 GB,Yes Capacitors type,No Capacitors type,Two,iOS Capacitors type,12 MP,4 GB Capacitors type,6.1 Inch,One SIM Capacitors type,Mini-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2020 Y.,iOS 14 Capacitors type,12 MP,IPx8 Capacitors type
"IPhone 11 64GB -1 წლიანი გარანტიით, განვადებით",1799.00,Yes Capacitors type,No,3100 Capacitors type,No Capacitors type,LCD TFT Capacitors type,Yes Capacitors type,64 GB,Yes Capacitors type,Yes Capacitors type,Two,iOS Capacitors type,12 MP,4 GB Capacitors type,6.1 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2019 Y.,IOS 15 Capacitors type,12 MP,IP5x Capacitors type
iPhone 11 pro max,2200.00,Yes Capacitors type,Yes,3100 Capacitors type,Yes Capacitors type,Super Retina XDR OLED Capacitors type,Yes Capacitors type,64 GB,Yes Capacitors type,Yes Capacitors type,Three,iOS Capacitors type,12 MP,4 GB Capacitors type,6.5 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2020 Y.,IOS 15 Capacitors type,8 MP,IPx6 Capacitors type
Iphone X,1050.00,Yes Capacitors type,Yes,1500 Capacitors type,Yes Capacitors type,LCD Capacitors type,Yes Capacitors type,64 GB,Yes Capacitors type,Yes Capacitors type,Two,Android Capacitors type,2 MP,12 GB Capacitors type,6.7 Inch,One SIM Capacitors type,Mini-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2019 Y.,Froyo (2.2–2.2.3) Capacitors type,1 MP,MIL-STD-810D Capacitors type
Iphone 12 Pro,3000.00,Yes Capacitors type,Yes,4400 Capacitors type,Yes Capacitors type,,Yes Capacitors type,,Yes Capacitors type,Yes Capacitors type,Three,iOS Capacitors type,12 MP,,6.7 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,,,13 MP,
IPHONE 12 PRO 128BG,3100.00,Yes Capacitors type,Yes,3000 Capacitors type,No Capacitors type,,Yes Capacitors type,128 GB,Yes Capacitors type,Yes Capacitors type,Three,iOS Capacitors type,1 MP,,6 Inch,Dual SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2020 Y.,,1 MP,
iPhone 8,800.00,No Capacitors type,No,1900 Capacitors type,No Capacitors type,,Yes Capacitors type,,Yes Capacitors type,No Capacitors type,One,iOS Capacitors type,1 MP,,4.7 Inch,One SIM Capacitors type,Micro-SIM Capacitors type,No Capacitors type,Yes Capacitors type,,,1 MP,
iPhone 8+,1150.00,No Capacitors type,No,2700 Capacitors type,No Capacitors type,,Yes Capacitors type,,Yes Capacitors type,No Capacitors type,One,iOS Capacitors type,1 MP,,5.5 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,No Capacitors type,Yes Capacitors type,2017 Y.,,1 MP,
Iphone 7 32 GB გარანტიით!,400.00,Yes Capacitors type,No,1800 Capacitors type,Yes Capacitors type,LCD Capacitors type,Yes Capacitors type,32 GB,Yes Capacitors type,Yes Capacitors type,Two,iOS Capacitors type,32 MP,4 GB Capacitors type,5 Inch,One SIM Capacitors type,Micro-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2016 Y.,iOS 14 Capacitors type,20 MP,IPx8 Capacitors type
Iphone 6s 64GB ამერიკიდან გარანტიით!,280.00,Yes Capacitors type,No,1800 Capacitors type,Yes Capacitors type,Liquid Retina IPS LCD Capacitors type,Yes Capacitors type,64 GB,Yes Capacitors type,Yes Capacitors type,Two,iOS Capacitors type,48 MP,6 GB Capacitors type,4 Inch,One SIM Capacitors type,Micro-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2014 Y.,IOS 15 Capacitors type,32 MP,IPx8 Capacitors type
Iphone X 256GB გარანტიით იდეალური!,1200.00,Yes Capacitors type,Yes,2200 Capacitors type,Yes Capacitors type,Super AMOLED Capacitors type,Yes Capacitors type,64 GB,Yes Capacitors type,Yes Capacitors type,Three,iOS Capacitors type,41 MP,4 GB Capacitors type,5.5 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2018 Y.,IOS 15 Capacitors type,48 MP,IPx8 Capacitors type
Iphone 11 Pro Max 64GB ახალივით!,2250.00,Yes Capacitors type,Yes,2500 Capacitors type,Yes Capacitors type,Retina IPS LCD Capacitors type,Yes Capacitors type,64 GB,Yes Capacitors type,Yes Capacitors type,Four,iOS Capacitors type,48 MP,4 GB Capacitors type,5.2 Inch,Dual SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2019 Y.,IOS 15 Capacitors type,24 MP,MIL-STD-810D Capacitors type
"Iphone 11 64GB Red,Black 1 წლიანი გარანტიით!",1600.00,Yes Capacitors type,Yes,2500 Capacitors type,No Capacitors type,LCD Capacitors type,Yes Capacitors type,64 GB,Yes Capacitors type,Yes Capacitors type,Three,iOS Capacitors type,64 MP,3 GB Capacitors type,5.5 Inch,One SIM Capacitors type,Micro-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2019 Y.,IOS 15 Capacitors type,32 MP,IPx8 Capacitors type
"SALE!!! iPhone XR 64GB Black - მაღაზიიდან,გარანტიი",1499.00,Yes Capacitors type,No,3000 Capacitors type,Yes Capacitors type,,,64 GB,Yes Capacitors type,,Two,iOS Capacitors type,,,6.1 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,,,2019 Y.,,,
"SALE!!! iPhone 7 Plus 32GB - მაღაზიიდან,გარანტი",899.00,Yes Capacitors type,No,2900 Capacitors type,No Capacitors type,,Yes Capacitors type,32 GB,Yes Capacitors type,Yes Capacitors type,Three,iOS Capacitors type,,,5.5 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,,,,
"SALE!!! iPhone X 256GB მაღაზიიდან,გარანტიით,განვადებით",1399.00,Yes Capacitors type,No,2700 Capacitors type,No Capacitors type,,Yes Capacitors type,256 GB,Yes Capacitors type,Yes Capacitors type,Two,iOS Capacitors type,,,5.8 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,,,,
"ახალივით iPhone 8 256GB - მაღაზიიდან,გარანტიით,განვადებით",900.00,Yes Capacitors type,No,1800 Capacitors type,No Capacitors type,,Yes Capacitors type,,Yes Capacitors type,Yes Capacitors type,Two,iOS Capacitors type,,,4.7 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,,,,
IPhone X 64GB,800.00,Yes Capacitors type,No,8000 Capacitors type,No Capacitors type,Dynamic AMOLED Capacitors type,Yes Capacitors type,64 GB,Yes Capacitors type,Yes Capacitors type,Two,iOS Capacitors type,2 MP,,5.8 Inch,One SIM Capacitors type,Mini-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,,,1 MP,
iphone 7 model-1778 ახალივით სასაჩუკრე!,400.00,Yes Capacitors type,No,2000 Capacitors type,Yes Capacitors type,LCD Capacitors type,Yes Capacitors type,32 GB,Yes Capacitors type,Yes Capacitors type,One,iOS Capacitors type,13 MP,,4.7 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,,,8 MP,
iphone 7 plus ახალივით სასაჩუკრე!,550.00,Yes Capacitors type,No,2500 Capacitors type,Yes Capacitors type,LCD Capacitors type,Yes Capacitors type,32 GB,Yes Capacitors type,Yes Capacitors type,Two,iOS Capacitors type,16 MP,,5.1 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,,,8 MP,
iPhone XS 64GB,1230.00,Yes Capacitors type,No,3200 Capacitors type,No Capacitors type,,No Capacitors type,64 GB,Yes Capacitors type,No Capacitors type,Two,iOS Capacitors type,12 MP,4 GB Capacitors type,5.8 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,No Capacitors type,No Capacitors type,2018 Y.,,1 MP,
Apple iPhone SE SIM FREE,870.00,Yes Capacitors type,No,1900 Capacitors type,Yes Capacitors type,Liquid Retina IPS LCD Capacitors type,Yes Capacitors type,64 GB,Yes Capacitors type,Yes Capacitors type,Two,iOS Capacitors type,12 MP,3 GB Capacitors type,4.7 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2020 Y.,IOS 15 Capacitors type,12 MP,
IPHONE 8 BLACK 64GB SIM FREE,550.00,Yes Capacitors type,No,1900 Capacitors type,Yes Capacitors type,Liquid Retina IPS LCD Capacitors type,Yes Capacitors type,64 GB,Yes Capacitors type,Yes Capacitors type,Two,iOS Capacitors type,12 MP,2 GB Capacitors type,4.7 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2019 Y.,IOS 15 Capacitors type,12 MP,
"iPhone SE 2020 64gb white უნაკლო, ახალივით",800.00,Yes Capacitors type,No,2600 Capacitors type,Yes Capacitors type,LCD TFT Capacitors type,Yes Capacitors type,64 GB,Yes Capacitors type,Yes Capacitors type,Two,iOS Capacitors type,16 MP,6 GB Capacitors type,4.8 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2020 Y.,IOS 15 Capacitors type,8 MP,
iPhone 7 128GB Sim free Jet Black.,380.00,Yes Capacitors type,No,800 Capacitors type,Yes Capacitors type,LCD Capacitors type,Yes Capacitors type,128 GB,Yes Capacitors type,No Capacitors type,Two,iOS Capacitors type,2 MP,3 GB Capacitors type,4.2 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2014 Y.,iOS 11 Capacitors type,1 MP,IPx5 Capacitors type
iphone 12 mini,1850.00,Yes Capacitors type,No,2700 Capacitors type,No Capacitors type,Super Retina XDR OLED Capacitors type,Yes Capacitors type,64 GB,Yes Capacitors type,Yes Capacitors type,Two,iOS Capacitors type,12 MP,4 GB Capacitors type,5.7 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2020 Y.,IOS 15 Capacitors type,8 MP,
iPhone XR Black 64GB Simfree,1100.00,Yes Capacitors type,Yes,3000 Capacitors type,No Capacitors type,,Yes Capacitors type,,Yes Capacitors type,Yes Capacitors type,Two,iOS Capacitors type,20 MP,,4.9 Inch,One SIM Capacitors type,Mini-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,,,8 MP,
iphone SE 2020 64GB,750.00,Yes Capacitors type,No,2300 Capacitors type,No Capacitors type,,Yes Capacitors type,64 GB,Yes Capacitors type,Yes Capacitors type,Two,iOS Capacitors type,12 MP,,4.7 Inch,Dual SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2020 Y.,,,
iphone XS 256GB,1100.00,Yes Capacitors type,No,2700 Capacitors type,Yes Capacitors type,AMOLED Capacitors type,Yes Capacitors type,256 GB,Yes Capacitors type,Yes Capacitors type,Three,iOS Capacitors type,12 MP,3 GB Capacitors type,5.5 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2018 Y.,IOS 15 Capacitors type,5 MP,
iphone 7 32GB matt black,400.00,Yes Capacitors type,No,2300 Capacitors type,Yes Capacitors type,LCD Capacitors type,Yes Capacitors type,32 GB,Yes Capacitors type,Yes Capacitors type,Two,iOS Capacitors type,12 MP,2 GB Capacitors type,4.7 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2015 Y.,IOS 15 Capacitors type,5 MP,
iPhone SE 2020 - 128GB - Black,850.00,Yes Capacitors type,Yes,3100 Capacitors type,Yes Capacitors type,,Yes Capacitors type,,Yes Capacitors type,Yes Capacitors type,Three,iOS Capacitors type,20 MP,,6 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,,,,
iPhone 11 - 128GB - Black,1750.00,Yes Capacitors type,Yes,3800 Capacitors type,Yes Capacitors type,,Yes Capacitors type,,Yes Capacitors type,Yes Capacitors type,Three,iOS Capacitors type,20 MP,,6 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,,,,
iPhone Xs - 64GB - Silver,1350.00,Yes Capacitors type,Yes,3100 Capacitors type,Yes Capacitors type,,Yes Capacitors type,,Yes Capacitors type,Yes Capacitors type,Three,iOS Capacitors type,20 MP,,6 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,,,,
"იყიდება მობილურები - iPhone - 12, 12 mini, 11 Pro Max, 11 Pr",150.00,Yes Capacitors type,Yes,2000 Capacitors type,No Capacitors type,LCD Capacitors type,Yes Capacitors type,64 GB,Yes Capacitors type,Yes Capacitors type,Two,iOS Capacitors type,20 MP,4 GB Capacitors type,5 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2019 Y.,,25 MP,
iPhone 12 Pro Max 256GB Graphite,3500.00,Yes Capacitors type,Yes,3600 Capacitors type,No Capacitors type,,Yes Capacitors type,256 GB,Yes Capacitors type,Yes Capacitors type,Three,iOS Capacitors type,12 MP,6 GB Capacitors type,6.7 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,No Capacitors type,No Capacitors type,2020 Y.,,1 MP,
iphone 7 32da128 gb,430.00,Yes Capacitors type,No,1600 Capacitors type,No Capacitors type,AMOLED Capacitors type,Yes Capacitors type,128 GB,Yes Capacitors type,Yes Capacitors type,Two,iOS Capacitors type,2 MP,4 GB Capacitors type,6.26 Inch,One SIM Capacitors type,Micro-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2018 Y.,iOS 10 Capacitors type,2 MP,IPx5 Capacitors type
"IPhone 11 Pro Max 256GB -1 წლიანი გარანტიით, განავდებით",3249.00,Yes Capacitors type,No,3900 Capacitors type,No Capacitors type,Dynamic AMOLED Capacitors type,Yes Capacitors type,256 GB,Yes Capacitors type,Yes Capacitors type,Two,iOS Capacitors type,12 MP,4 GB Capacitors type,6.5 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2019 Y.,iOS 14 Capacitors type,12 MP,IP5x Capacitors type
Iphone X 256GB,1100.00,Yes Capacitors type,No,2700 Capacitors type,No Capacitors type,,Yes Capacitors type,,Yes Capacitors type,Yes Capacitors type,Two,iOS Capacitors type,8 MP,,5.8 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2017 Y.,,1 MP,
iPhone SE 2020,1100.00,Yes Capacitors type,Yes,1800 Capacitors type,Yes Capacitors type,,Yes Capacitors type,64 GB,Yes Capacitors type,Yes Capacitors type,One,iOS Capacitors type,12 MP,3 GB Capacitors type,4.7 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2020 Y.,IOS 15 Capacitors type,7 MP,
iPhone 8,750.00,Yes Capacitors type,Yes,1800 Capacitors type,Yes Capacitors type,AMOLED Capacitors type,Yes Capacitors type,64 GB,Yes Capacitors type,Yes Capacitors type,One,iOS Capacitors type,12 MP,3 GB Capacitors type,4.7 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2019 Y.,IOS 15 Capacitors type,7 MP,
"iPhone XR - 64GB - RED უნაკლო,სასაჩუქრე",1199.00,Yes Capacitors type,Yes,3100 Capacitors type,,,Yes Capacitors type,64 GB,Yes Capacitors type,Yes Capacitors type,Two,iOS Capacitors type,16 MP,,5.8 Inch,Dual SIM Capacitors type,Nano-SIM Capacitors type,,,2020 Y.,,,
iphone 7 model-1778 ახალივით სასაჩუკრე!,450.00,Yes Capacitors type,No,2000 Capacitors type,Yes Capacitors type,LCD Capacitors type,Yes Capacitors type,32 GB,Yes Capacitors type,Yes Capacitors type,One,iOS Capacitors type,13 MP,,4.7 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,,,8 MP,
iphone xr 64 gb,1100.00,Yes Capacitors type,No,5000 Capacitors type,No Capacitors type,Super Retina XDR OLED Capacitors type,Yes Capacitors type,64 GB,Yes Capacitors type,Yes Capacitors type,One,iOS Capacitors type,1 MP,8 GB Capacitors type,6.2 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2019 Y.,IOS 15 Capacitors type,1 MP,
iPhone 13,3050.00,Yes Capacitors type,Yes,3700 Capacitors type,Yes Capacitors type,Super Retina XDR OLED Capacitors type,Yes Capacitors type,128 GB,Yes Capacitors type,Yes Capacitors type,Four,iOS Capacitors type,,6 GB Capacitors type,6 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2021 Y.,,1 MP,
iPhone 7,380.00,Yes Capacitors type,Yes,1900 Capacitors type,Yes Capacitors type,,Yes Capacitors type,32 GB,Yes Capacitors type,Yes Capacitors type,Two,iOS Capacitors type,12 MP,2 GB Capacitors type,4.7 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2016 Y.,,7 MP,
iPhone 8,650.00,Yes Capacitors type,No,1800 Capacitors type,No Capacitors type,,Yes Capacitors type,,Yes Capacitors type,Yes Capacitors type,Two,iOS Capacitors type,12 MP,2 GB Capacitors type,4.7 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2017 Y.,,7 MP,
iPhone X,1150.00,Yes Capacitors type,Yes,3700 Capacitors type,Yes Capacitors type,,Yes Capacitors type,64 GB,Yes Capacitors type,Yes Capacitors type,Two,iOS Capacitors type,12 MP,3 GB Capacitors type,5.8 Inch,Dual SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2017 Y.,,7 MP,
iPhone 12 Pro,3400.00,Yes Capacitors type,Yes,2800 Capacitors type,Yes Capacitors type,,Yes Capacitors type,128 GB,Yes Capacitors type,Yes Capacitors type,Three,iOS Capacitors type,12 MP,6 GB Capacitors type,6.1 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2020 Y.,,12 MP,
iPhone 7 Plus,650.00,Yes Capacitors type,Yes,2900 Capacitors type,Yes Capacitors type,,Yes Capacitors type,32 GB,Yes Capacitors type,Yes Capacitors type,Two,iOS Capacitors type,12 MP,3 GB Capacitors type,5.5 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2016 Y.,,7 MP,
iPhone 11 (Battery Health 100%),1950.00,Yes Capacitors type,Yes,3100 Capacitors type,Yes Capacitors type,,Yes Capacitors type,,Yes Capacitors type,Yes Capacitors type,Two,iOS Capacitors type,12 MP,4 GB Capacitors type,6.1 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2019 Y.,,12 MP,
iphone 6s 32gb აიფონ 6ს 32გბ,270.00,Yes Capacitors type,No,1700 Capacitors type,No Capacitors type,IPS LCD Capacitors type,Yes Capacitors type,32 GB,Yes Capacitors type,Yes Capacitors type,Two,iOS Capacitors type,12 MP,,4.7 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2015 Y.,IOS 15 Capacitors type,5 MP,
iphone 8 64gb აიფონ 8 64გბ,600.00,Yes Capacitors type,No,1800 Capacitors type,Yes Capacitors type,Retina IPS LCD Capacitors type,Yes Capacitors type,64 GB,Yes Capacitors type,Yes Capacitors type,Two,iOS Capacitors type,12 MP,2 GB Capacitors type,4.7 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2018 Y.,IOS 15 Capacitors type,7 MP,
IPHONE 4S SIM FREE 100% ორიგინალი,70.00,Yes Capacitors type,No,1500 Capacitors type,No Capacitors type,LCD Capacitors type,Yes Capacitors type,8 GB,No Capacitors type,Yes Capacitors type,Two,iOS Capacitors type,8 MP,1 GB Capacitors type,3.5 Inch,One SIM Capacitors type,Micro-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2014 Y.,iOS 9 Capacitors type,8 MP,
IPHONE 4 SIM FREE 100% ორიგინალი,50.00,Yes Capacitors type,No,1500 Capacitors type,No Capacitors type,LCD Capacitors type,Yes Capacitors type,8 GB,No Capacitors type,No Capacitors type,Two,iOS Capacitors type,5 MP,512 MB Capacitors type,3.5 Inch,One SIM Capacitors type,Micro-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2013 Y.,iOS 7 Capacitors type,5 MP,
iphone 13 pro max,3700.00,Yes Capacitors type,Yes,4300 Capacitors type,No Capacitors type,Super Retina XDR OLED Capacitors type,Yes Capacitors type,128 GB,Yes Capacitors type,Yes Capacitors type,Four,iOS Capacitors type,3 MP,4 GB Capacitors type,6.7 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,No Capacitors type,Yes Capacitors type,2021 Y.,,1 MP,
iPhone XR,1000.00,Yes Capacitors type,Yes,2900 Capacitors type,No Capacitors type,Super AMOLED Capacitors type,Yes Capacitors type,64 GB,Yes Capacitors type,Yes Capacitors type,Two,iOS Capacitors type,1 MP,3 GB Capacitors type,6 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,No Capacitors type,Yes Capacitors type,2018 Y.,,1 MP,
iPhone XS,1100.00,Yes Capacitors type,Yes,2800 Capacitors type,No Capacitors type,Super AMOLED Capacitors type,Yes Capacitors type,64 GB,Yes Capacitors type,Yes Capacitors type,Two,iOS Capacitors type,1 MP,4 GB Capacitors type,5.8 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2018 Y.,,1 MP,IP6x Capacitors type
iPhone 11 Pro,1950.00,Yes Capacitors type,Yes,3000 Capacitors type,Yes Capacitors type,,Yes Capacitors type,64 GB,Yes Capacitors type,Yes Capacitors type,Four,iOS Capacitors type,12 MP,4 GB Capacitors type,5.8 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2020 Y.,,12 MP,
iPhone 11 Pro Max,2350.00,Yes Capacitors type,Yes,3900 Capacitors type,Yes Capacitors type,,Yes Capacitors type,64 GB,Yes Capacitors type,Yes Capacitors type,Three,iOS Capacitors type,12 MP,4 GB Capacitors type,6.5 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2019 Y.,,12 MP,
