name,price,3G Network,5G,Battery Capacity,Card slot,Display type,GPS,Internal Memory,LTE (4G) Network,NFC,Number of cameras,Operating System,Primary Camera,RAM,Screen size,SIM Multiple,Sim Size,Touch Screen,Wi-Fi,Year,OS version,Selfie Camera,IP Certificate
iPhone 7 32 gb sim free,400.00,Yes Capacitors type,Yes,2000 Capacitors type,Yes Capacitors type,LCD TFT Capacitors type,Yes Capacitors type,32 GB,Yes Capacitors type,Yes Capacitors type,One,iOS Capacitors type,20 MP,4 GB Capacitors type,4 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2018 Y.,iOS 14 Capacitors type,13 MP,
iPhone X 64GB Sim Free,1100.00,Yes Capacitors type,Yes,3500 Capacitors type,Yes Capacitors type,Dynamic AMOLED Capacitors type,Yes Capacitors type,64 GB,Yes Capacitors type,Yes Capacitors type,Two,iOS Capacitors type,48 MP,8 GB Capacitors type,5 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2018 Y.,iOS 14 Capacitors type,20 MP,
iphone 11 Pro,2050.00,Yes Capacitors type,No,3100 Capacitors type,No Capacitors type,Super Retina XDR OLED Capacitors type,Yes Capacitors type,64 GB,Yes Capacitors type,Yes Capacitors type,Three,iOS Capacitors type,12 MP,4 GB Capacitors type,5.8 Inch,Dual SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2020 Y.,IOS 15 Capacitors type,12 MP,IPx8 Capacitors type
Iphone 11 green 64gb,1550.00,Yes Capacitors type,Yes,700 Capacitors type,Yes Capacitors type,LCD Capacitors type,Yes Capacitors type,4 GB,Yes Capacitors type,Yes Capacitors type,One,Feature phones Capacitors type,2 MP,512 MB Capacitors type,4 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2000 Y.,,1 MP,IP5x Capacitors type
Apple iPhone 6s 32GB,270.00,Yes Capacitors type,No,1800 Capacitors type,No Capacitors type,Retina IPS LCD Capacitors type,Yes Capacitors type,32 GB,Yes Capacitors type,No Capacitors type,One,iOS Capacitors type,12 MP,,4.7 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2016 Y.,IOS 15 Capacitors type,7 MP,
IPHONE 11 PRO MAX 646GB Space Gray 91%,2450.00,Yes Capacitors type,No,4000 Capacitors type,No Capacitors type,Super Retina XDR OLED Capacitors type,Yes Capacitors type,64 GB,Yes Capacitors type,Yes Capacitors type,Three,iOS Capacitors type,12 MP,,6.5 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2020 Y.,IOS 15 Capacitors type,12 MP,
IPHONE X 64GB Silver 96%,1000.00,Yes Capacitors type,No,2800 Capacitors type,No Capacitors type,Super Retina XDR OLED Capacitors type,Yes Capacitors type,64 GB,Yes Capacitors type,Yes Capacitors type,Two,iOS Capacitors type,12 MP,,5.8 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2018 Y.,IOS 15 Capacitors type,7 MP,
IPHONE 8 64GB Red,600.00,Yes Capacitors type,No,2000 Capacitors type,No Capacitors type,Retina IPS LCD Capacitors type,Yes Capacitors type,64 GB,Yes Capacitors type,Yes Capacitors type,One,iOS Capacitors type,12 MP,,4.7 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2017 Y.,IOS 15 Capacitors type,7 MP,
Samsung Galaxy S9 64GB,470.00,Yes Capacitors type,No,3000 Capacitors type,No Capacitors type,Super AMOLED Capacitors type,Yes Capacitors type,64 GB,Yes Capacitors type,Yes Capacitors type,One,Android Capacitors type,12 MP,4 GB Capacitors type,5.8 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2018 Y.,Android 11 Capacitors type,7 MP,
IPHONE XR Black 64GB 89%,1000.00,Yes Capacitors type,No,3000 Capacitors type,No Capacitors type,Retina IPS LCD Capacitors type,Yes Capacitors type,64 GB,Yes Capacitors type,Yes Capacitors type,One,iOS Capacitors type,12 MP,,6.1 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2019 Y.,IOS 15 Capacitors type,7 MP,
Apple iPhone SE (2020) 88% Space Gray,820.00,Yes Capacitors type,No,2000 Capacitors type,No Capacitors type,Retina IPS LCD Capacitors type,Yes Capacitors type,64 GB,Yes Capacitors type,Yes Capacitors type,One,iOS Capacitors type,12 MP,,4.7 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2020 Y.,IOS 15 Capacitors type,7 MP,
Iphone 11 Purple 85% ტურბო სიმი ნაკაწრები.,1200.00,Yes Capacitors type,No,3100 Capacitors type,No Capacitors type,Retina IPS LCD Capacitors type,Yes Capacitors type,64 GB,Yes Capacitors type,Yes Capacitors type,Two,iOS Capacitors type,12 MP,,6.1 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2020 Y.,IOS 15 Capacitors type,12 MP,
IPHONE 11 PRO Space Gray 64GB,1950.00,Yes Capacitors type,No,3100 Capacitors type,No Capacitors type,Super Retina XDR OLED Capacitors type,Yes Capacitors type,64 GB,Yes Capacitors type,Yes Capacitors type,Three,iOS Capacitors type,12 MP,,5.8 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2020 Y.,IOS 15 Capacitors type,12 MP,
Apple iPhone 12 - 64GB Blue 96%,2250.00,Yes Capacitors type,No,2800 Capacitors type,No Capacitors type,Super Retina XDR OLED Capacitors type,Yes Capacitors type,64 GB,Yes Capacitors type,Yes Capacitors type,Two,iOS Capacitors type,12 MP,,6.1 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2020 Y.,IOS 15 Capacitors type,12 MP,
IPHONE XS 256GB Space Gray. ყუთით დაზიანებული,800.00,Yes Capacitors type,No,2800 Capacitors type,No Capacitors type,Super Retina XDR OLED Capacitors type,Yes Capacitors type,256 GB,Yes Capacitors type,Yes Capacitors type,Two,iOS Capacitors type,12 MP,,5.8 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2018 Y.,IOS 15 Capacitors type,7 MP,
IPHONE 11 PRO Midnight Green 256GB,1950.00,Yes Capacitors type,No,3100 Capacitors type,No Capacitors type,Super Retina XDR OLED Capacitors type,Yes Capacitors type,256 GB,Yes Capacitors type,Yes Capacitors type,Three,iOS Capacitors type,12 MP,,5.8 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2020 Y.,IOS 15 Capacitors type,12 MP,
IPHONE 8 64GB Space Gray,600.00,Yes Capacitors type,No,2000 Capacitors type,No Capacitors type,Retina IPS LCD Capacitors type,Yes Capacitors type,64 GB,Yes Capacitors type,Yes Capacitors type,One,iOS Capacitors type,12 MP,,4.7 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2018 Y.,IOS 15 Capacitors type,7 MP,
დაბლოკილი!!! IPHONE XR Black - Blue 64GB,400.00,Yes Capacitors type,No,3000 Capacitors type,No Capacitors type,Retina IPS LCD Capacitors type,Yes Capacitors type,64 GB,Yes Capacitors type,Yes Capacitors type,One,iOS Capacitors type,12 MP,,6.1 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2019 Y.,IOS 15 Capacitors type,7 MP,
IPHONE 5 აიქლაუდზე დაბლოკილი ნაწილებად.,50.00,Yes Capacitors type,No,1500 Capacitors type,No Capacitors type,IPS Capacitors type,Yes Capacitors type,16 GB,Yes Capacitors type,No Capacitors type,One,iOS Capacitors type,8 MP,,4 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2015 Y.,iOS 12 Capacitors type,5 MP,
Apple iPhone 11 - 64GB გაუხსნელი ყუთით,1600.00,Yes Capacitors type,No,3100 Capacitors type,No Capacitors type,Retina IPS LCD Capacitors type,Yes Capacitors type,64 GB,Yes Capacitors type,Yes Capacitors type,One,iOS Capacitors type,12 MP,,6.1 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2019 Y.,IOS 15 Capacitors type,12 MP,
IPHONE 11 PRO Silver 64GB,1950.00,Yes Capacitors type,No,3100 Capacitors type,No Capacitors type,Super Retina XDR OLED Capacitors type,Yes Capacitors type,64 GB,Yes Capacitors type,Yes Capacitors type,Three,iOS Capacitors type,12 MP,,5.8 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2020 Y.,IOS 15 Capacitors type,12 MP,
IPHONE 8 PLUS Red 64GB,630.00,Yes Capacitors type,No,2700 Capacitors type,No Capacitors type,Retina IPS LCD Capacitors type,Yes Capacitors type,64 GB,Yes Capacitors type,Yes Capacitors type,Two,iOS Capacitors type,12 MP,,5.5 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2018 Y.,iOS 14 Capacitors type,7 MP,
iphone 8 black 64 GB,629.00,Yes Capacitors type,Yes,2600 Capacitors type,No Capacitors type,LCD Capacitors type,Yes Capacitors type,64 GB,Yes Capacitors type,Yes Capacitors type,One,iOS Capacitors type,12 MP,3 GB Capacitors type,4.7 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2018 Y.,IOS 15 Capacitors type,8 MP,
iphone 6s 64GB,180.00,Yes Capacitors type,No,1700 Capacitors type,,,Yes Capacitors type,64 GB,Yes Capacitors type,Yes Capacitors type,One,iOS Capacitors type,12 MP,2 GB Capacitors type,4.7 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,,,2015 Y.,,8 MP,
iphone 7 plus 128gb,520.00,Yes Capacitors type,No,2900 Capacitors type,,,Yes Capacitors type,128 GB,Yes Capacitors type,Yes Capacitors type,Two,iOS Capacitors type,12 MP,3 GB Capacitors type,5.5 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,,,,,,
Iphone 7,430.00,Yes Capacitors type,Yes,4500 Capacitors type,Yes Capacitors type,IPS Capacitors type,Yes Capacitors type,64 GB,Yes Capacitors type,Yes Capacitors type,Two,iOS Capacitors type,64 MP,4 GB Capacitors type,5.1 Inch,Dual SIM Capacitors type,Mini-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2020 Y.,Ice Cream Sandwich (4.0–4.0.4) Capacitors type,1 MP,MIL-STD-810D Capacitors type
iphone 7 black 32 GB,399.00,Yes Capacitors type,Yes,2600 Capacitors type,No Capacitors type,LCD Capacitors type,Yes Capacitors type,32 GB,Yes Capacitors type,Yes Capacitors type,One,iOS Capacitors type,12 MP,2 GB Capacitors type,4.7 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2018 Y.,IOS 15 Capacitors type,8 MP,
iphone 6s space gray 32 GB,299.00,Yes Capacitors type,Yes,2600 Capacitors type,No Capacitors type,LCD Capacitors type,Yes Capacitors type,32 GB,Yes Capacitors type,Yes Capacitors type,One,iOS Capacitors type,12 MP,2 GB Capacitors type,4.7 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2018 Y.,IOS 15 Capacitors type,5 MP,
iphone 7 silver 32 gb,350.00,Yes Capacitors type,Yes,2700 Capacitors type,Yes Capacitors type,LCD Capacitors type,Yes Capacitors type,32 GB,Yes Capacitors type,Yes Capacitors type,One,iOS Capacitors type,12 MP,2 GB Capacitors type,4.7 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2018 Y.,IOS 15 Capacitors type,8 MP,
iPhone 6s/6s+/6+,300.00,Yes Capacitors type,Yes,1900 Capacitors type,Yes Capacitors type,LCD Capacitors type,Yes Capacitors type,32 GB,Yes Capacitors type,Yes Capacitors type,Two,iOS Capacitors type,12 MP,2 GB Capacitors type,5.5 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2019 Y.,iOS 14 Capacitors type,8 MP,IPx6 Capacitors type
Iphone x,850.00,Yes Capacitors type,No,3000 Capacitors type,No Capacitors type,,No Capacitors type,,Yes Capacitors type,No Capacitors type,Two,iOS Capacitors type,48 MP,,6.2 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,No Capacitors type,No Capacitors type,2020 Y.,,,
"Iphone 12 mini, Black, DEMO",1750.00,Yes Capacitors type,No,2200 Capacitors type,No Capacitors type,,Yes Capacitors type,,Yes Capacitors type,Yes Capacitors type,Two,iOS Capacitors type,2 MP,,5.4 Inch,Dual SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2020 Y.,iOS 14 Capacitors type,2 MP,IPx7 Capacitors type
"Iphone 12 mini, Red, DEMO",1750.00,Yes Capacitors type,No,2200 Capacitors type,No Capacitors type,,Yes Capacitors type,64 GB,Yes Capacitors type,Yes Capacitors type,Two,iOS Capacitors type,2 MP,,5.4 Inch,Dual SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2020 Y.,iOS 14 Capacitors type,2 MP,IPx7 Capacitors type
iphone 7,330.00,Yes Capacitors type,No,1800 Capacitors type,No Capacitors type,,Yes Capacitors type,32 GB,Yes Capacitors type,Yes Capacitors type,Two,iOS Capacitors type,1 MP,2 GB Capacitors type,4.6 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2017 Y.,iOS 14 Capacitors type,1 MP,IPx7 Capacitors type
"Iphone 12 mini, Red, DEMO",1750.00,Yes Capacitors type,No,2200 Capacitors type,No Capacitors type,,Yes Capacitors type,64 GB,Yes Capacitors type,Yes Capacitors type,Two,iOS Capacitors type,2 MP,,5.4 Inch,Dual SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2020 Y.,IOS 15 Capacitors type,2 MP,IPx7 Capacitors type
"Iphone 12 mini, White, DEMO",1750.00,Yes Capacitors type,No,2200 Capacitors type,No Capacitors type,,Yes Capacitors type,64 GB,Yes Capacitors type,Yes Capacitors type,Two,iOS Capacitors type,2 MP,,5.4 Inch,Dual SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2020 Y.,iOS 14 Capacitors type,2 MP,IPx7 Capacitors type
"Iphone 12 mini, Purple, DEMO",1750.00,Yes Capacitors type,No,2200 Capacitors type,No Capacitors type,,Yes Capacitors type,64 GB,Yes Capacitors type,Yes Capacitors type,Two,iOS Capacitors type,2 MP,,5.4 Inch,Dual SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2020 Y.,iOS 14 Capacitors type,2 MP,IPx7 Capacitors type
iPhone 11,1850.00,Yes Capacitors type,No,3100 Capacitors type,Yes Capacitors type,Retina IPS LCD Capacitors type,Yes Capacitors type,64 GB,Yes Capacitors type,Yes Capacitors type,Two,iOS Capacitors type,12 MP,4 GB Capacitors type,6.5 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2020 Y.,IOS 15 Capacitors type,13 MP,IPx8 Capacitors type
IPHONE 6 16GB აიქლაუდზე დაბლოკილი,90.00,Yes Capacitors type,No,1800 Capacitors type,No Capacitors type,Retina IPS LCD Capacitors type,Yes Capacitors type,16 GB,Yes Capacitors type,No Capacitors type,One,iOS Capacitors type,8 MP,,4.7 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2018 Y.,iOS 12 Capacitors type,5 MP,
Iphone 11 pro max 256 GB,2450.00,Yes Capacitors type,No,4000 Capacitors type,No Capacitors type,,Yes Capacitors type,,Yes Capacitors type,No Capacitors type,Three,iOS Capacitors type,1 MP,,6.5 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,No Capacitors type,No Capacitors type,2019 Y.,,,
Iphone 12 Pro max,3550.00,Yes Capacitors type,Yes,3700 Capacitors type,No Capacitors type,Super Retina XDR OLED Capacitors type,Yes Capacitors type,128 GB,Yes Capacitors type,Yes Capacitors type,Three,iOS Capacitors type,12 MP,6 GB Capacitors type,6.7 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2020 Y.,IOS 15 Capacitors type,12 MP,
iPhone 11 pro max 512gb,2700.00,Yes Capacitors type,No,4000 Capacitors type,Yes Capacitors type,Super Retina XDR OLED Capacitors type,Yes Capacitors type,512 GB,Yes Capacitors type,Yes Capacitors type,Three,iOS Capacitors type,64 MP,4 GB Capacitors type,6.5 Inch,Dual SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2019 Y.,IOS 15 Capacitors type,1 MP,IPx6 Capacitors type
Iphone 7 ყუთით და კარგ მდგომარეობაში,450.00,Yes Capacitors type,Yes,900 Capacitors type,No Capacitors type,,Yes Capacitors type,32 GB,Yes Capacitors type,No Capacitors type,Two,iOS Capacitors type,2 MP,,5.3 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,No Capacitors type,,IOS 15 Capacitors type,1 MP,
იყიდება აიფონ 11-iphone 11,1900.00,Yes Capacitors type,Yes,2400 Capacitors type,No Capacitors type,IPS LCD Capacitors type,Yes Capacitors type,64 GB,Yes Capacitors type,Yes Capacitors type,Two,iOS Capacitors type,12 MP,4 GB Capacitors type,6.5 Inch,One SIM Capacitors type,Micro-SIM Capacitors type,No Capacitors type,Yes Capacitors type,2019 Y.,iOS 14 Capacitors type,1 MP,IPx8 Capacitors type
iphon xs max,1330.00,Yes Capacitors type,No,2800 Capacitors type,No Capacitors type,LCD Capacitors type,Yes Capacitors type,256 GB,Yes Capacitors type,Yes Capacitors type,Three,iOS Capacitors type,12 MP,4 GB Capacitors type,6.5 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2019 Y.,IOS 15 Capacitors type,8 MP,
Apple iPhone X 4/64 77%,1000.00,Yes Capacitors type,No,2800 Capacitors type,Yes Capacitors type,,Yes Capacitors type,64 GB,Yes Capacitors type,Yes Capacitors type,Three,iOS Capacitors type,,4 GB Capacitors type,5.8 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2017 Y.,,1 MP,
Apple iphone 11 4/64 89%,1800.00,Yes Capacitors type,No,3100 Capacitors type,Yes Capacitors type,,Yes Capacitors type,64 GB,Yes Capacitors type,Yes Capacitors type,Three,iOS Capacitors type,12 MP,4 GB Capacitors type,6.1 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2019 Y.,iOS 13 Capacitors type,1 MP,
Apple iPhone 7 1660 2/128 87%,350.00,Yes Capacitors type,No,1900 Capacitors type,Yes Capacitors type,,Yes Capacitors type,128 GB,Yes Capacitors type,Yes Capacitors type,Two,iOS Capacitors type,,2 GB Capacitors type,4.7 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,No Capacitors type,Yes Capacitors type,2016 Y.,,1 MP,
Apple iPhone 11 Pro 4/64 86%,2100.00,Yes Capacitors type,No,3100 Capacitors type,Yes Capacitors type,,Yes Capacitors type,64 GB,Yes Capacitors type,Yes Capacitors type,Four,iOS Capacitors type,,4 GB Capacitors type,5.8 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2019 Y.,,1 MP,
Apple iPhone X 64 GB 89%,1000.00,Yes Capacitors type,No,2700 Capacitors type,No Capacitors type,,Yes Capacitors type,64 GB,Yes Capacitors type,Yes Capacitors type,Three,iOS Capacitors type,,3 GB Capacitors type,5.8 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2017 Y.,,1 MP,
IPHONE 11PRO.4/64,2000.00,Yes Capacitors type,No,3000 Capacitors type,Yes Capacitors type,,Yes Capacitors type,64 GB,Yes Capacitors type,Yes Capacitors type,Four,iOS Capacitors type,,4 GB Capacitors type,5.8 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2019 Y.,iOS 13 Capacitors type,1 MP,
Apple iPhone X 64/GB,1050.00,Yes Capacitors type,No,2800 Capacitors type,Yes Capacitors type,,Yes Capacitors type,64 GB,Yes Capacitors type,Yes Capacitors type,Two,iOS Capacitors type,,,5.8 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2017 Y.,,,
Apple iPhone 7 1660 2/32 100%,360.00,Yes Capacitors type,No,1900 Capacitors type,Yes Capacitors type,,Yes Capacitors type,32 GB,Yes Capacitors type,Yes Capacitors type,Two,iOS Capacitors type,,2 GB Capacitors type,4.7 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2016 Y.,,1 MP,
Apple iPhone 8 64gb 77%,620.00,Yes Capacitors type,No,1900 Capacitors type,Yes Capacitors type,,Yes Capacitors type,64 GB,Yes Capacitors type,Yes Capacitors type,Two,iOS Capacitors type,,,4.7 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2017 Y.,,,
Apple iPhone 8 64gb 77%,620.00,Yes Capacitors type,No,1900 Capacitors type,Yes Capacitors type,,Yes Capacitors type,64 GB,Yes Capacitors type,Yes Capacitors type,Two,iOS Capacitors type,,,4.7 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2017 Y.,,,
სასწრაფოდ! იყიდება Iphone XS.,2000.00,Yes Capacitors type,No,1000 Capacitors type,No Capacitors type,,Yes Capacitors type,64 GB,Yes Capacitors type,Yes Capacitors type,Two,iOS Capacitors type,64 MP,8 GB Capacitors type,4.3 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,No Capacitors type,Yes Capacitors type,2019 Y.,,1 MP,
iphone xr,1150.00,No Capacitors type,No,2200 Capacitors type,,,No Capacitors type,128 GB,No Capacitors type,No Capacitors type,Three,iOS Capacitors type,64 MP,,4.8 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,,,,,,
Iphone xs,1150.00,Yes Capacitors type,No,2700 Capacitors type,No Capacitors type,Super Retina XDR OLED Capacitors type,Yes Capacitors type,64 GB,Yes Capacitors type,Yes Capacitors type,Two,iOS Capacitors type,12 MP,4 GB Capacitors type,5.8 Inch,Dual SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2019 Y.,IOS 15 Capacitors type,8 MP,IPx5 Capacitors type
Apple iPhone 11 - 128GB გაუხსნელი 91% დამტენით,1800.00,Yes Capacitors type,No,3100 Capacitors type,No Capacitors type,Retina IPS LCD Capacitors type,Yes Capacitors type,128 GB,Yes Capacitors type,Yes Capacitors type,Two,iOS Capacitors type,12 MP,,6.1 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2020 Y.,IOS 15 Capacitors type,12 MP,
iphone 6s 16 gb,220.00,Yes Capacitors type,No,500 Capacitors type,,,Yes Capacitors type,16 GB,Yes Capacitors type,Yes Capacitors type,One,iOS Capacitors type,1 MP,,3 ორ less Inch,One SIM Capacitors type,Micro-SIM Capacitors type,,,,,,
iphone 5s 16 gb,130.00,Yes Capacitors type,No,500 Capacitors type,,,Yes Capacitors type,16 GB,Yes Capacitors type,No Capacitors type,One,iOS Capacitors type,1 MP,12 GB Capacitors type,3 ორ less Inch,One SIM Capacitors type,Micro-SIM Capacitors type,,,2000 Y.,,1 MP,
Apple iPhone 7 Plus 32GB Gold,480.00,Yes Capacitors type,No,2900 Capacitors type,No Capacitors type,LCD Capacitors type,Yes Capacitors type,32 GB,Yes Capacitors type,Yes Capacitors type,Two,iOS Capacitors type,8 MP,2 GB Capacitors type,5.5 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,,,1 MP,
iphone se 2020,710.00,No Capacitors type,No,1800 Capacitors type,No Capacitors type,Retina IPS LCD Capacitors type,Yes Capacitors type,64 GB,Yes Capacitors type,Yes Capacitors type,Two,iOS Capacitors type,12 MP,3 GB Capacitors type,4.7 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2020 Y.,,8 MP,
Iphone 7 32Gb Matte Black,400.00,Yes Capacitors type,No,1900 Capacitors type,No Capacitors type,,Yes Capacitors type,32 GB,Yes Capacitors type,No Capacitors type,One,iOS Capacitors type,12 MP,2 GB Capacitors type,4.7 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,No Capacitors type,No Capacitors type,2016 Y.,,7 MP,
Iphone SE 2020,1100.00,Yes Capacitors type,Yes,3000 Capacitors type,Yes Capacitors type,LCD Capacitors type,Yes Capacitors type,64 GB,Yes Capacitors type,Yes Capacitors type,Two,iOS Capacitors type,12 MP,4 GB Capacitors type,4.7 Inch,One SIM Capacitors type,Micro-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2020 Y.,,1 MP,
Iphone 6s Gold 32gb 100% +Usb,250.00,Yes Capacitors type,No,1700 Capacitors type,,,Yes Capacitors type,64 GB,Yes Capacitors type,Yes Capacitors type,Two,iOS Capacitors type,1 MP,3 GB Capacitors type,4.7 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,,,2016 Y.,,1 MP,
Iphone 8 64gb 92%,450.00,Yes Capacitors type,No,1900 Capacitors type,,,Yes Capacitors type,64 GB,Yes Capacitors type,Yes Capacitors type,Two,iOS Capacitors type,12 MP,3 GB Capacitors type,4.7 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,,,2017 Y.,,1 MP,
Iphone 8 64gb 92%,450.00,Yes Capacitors type,No,1900 Capacitors type,,,Yes Capacitors type,64 GB,Yes Capacitors type,Yes Capacitors type,Two,iOS Capacitors type,12 MP,3 GB Capacitors type,4.7 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,,,2017 Y.,,1 MP,
iphone 6S აიფონ 6ს,320.00,Yes Capacitors type,No,2400 Capacitors type,Yes Capacitors type,AMOLED Capacitors type,Yes Capacitors type,16 GB,Yes Capacitors type,No Capacitors type,One,iOS Capacitors type,1 MP,2 GB Capacitors type,3.5 Inch,One SIM Capacitors type,Micro-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2015 Y.,Lollipop (5.0–5.1) Capacitors type,1 MP,IP5x Capacitors type
iphone 8,650.00,Yes Capacitors type,No,1900 Capacitors type,No Capacitors type,,Yes Capacitors type,64 GB,Yes Capacitors type,Yes Capacitors type,One,iOS Capacitors type,1 MP,4 GB Capacitors type,6.5 Inch,One SIM Capacitors type,Mini-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2018 Y.,,1 MP,
Iphone X 64 gb,Price negotiable,Yes Capacitors type,No,500 Capacitors type,No Capacitors type,LCD Capacitors type,Yes Capacitors type,64 GB,Yes Capacitors type,No Capacitors type,One,iOS Capacitors type,1 MP,12 GB Capacitors type,6.47 Inch,One SIM Capacitors type,Micro-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2017 Y.,,1 MP,
iphone XS,1100.00,Yes Capacitors type,Yes,3800 Capacitors type,Yes Capacitors type,LCD Capacitors type,Yes Capacitors type,64 GB,Yes Capacitors type,Yes Capacitors type,Two,iOS Capacitors type,12 MP,3 GB Capacitors type,5.9 Inch,One SIM Capacitors type,Nano-SIM Capacitors type,Yes Capacitors type,Yes Capacitors type,2018 Y.,,,
